elvish,english
miruvor,Special wine
miruvor,cordial
miruvor,CORDIAL
miruvor,Cordial
mirwa,precious
mirwa,PRECIOUS
mirwa,Precious
mirwa,valuable
mirwa,VALUABLE
mirwa,Valuable
mirya,beautiful
mirya,BEAUTIFUL
mirya,Beautiful
mirya,lovely (of works of art only)
mirya,LOVELY (OF WORKS OF ART ONLY)
mirya,Lovely (of works of art only)
míra,beautiful
míra,BEAUTIFUL
míra,Beautiful
míra,lovely
míra,LOVELY
míra,Lovely
mísë,(light) grey
mísë,(LIGHT) GREY
mista,grey
mista,GREY
mista,Grey
mistë,drizzle
mistë,DRIZZLE
mistë,Drizzle
mitta-,to insert
mitta-,TO INSERT
mitta-,To insert
mittandë,infixion
mittandë,INFIXION
mittandë,Infixion
mittandë,intrusion
mittandë,INTRUSION
mittandë,Intrusion
mittanya-,*to lead (into)
mittanya-,*TO LEAD (INTO)
mittanya-,induce
mittanya-,INDUCE
mittanya-,Induce
mittar(ë),*entering
mittar(ë),*ENTERING
mittar(ë),entrance
mittar(ë),ENTRANCE
mittar(ë),Entrance
mixa,sharp-pointed
mixa,SHARP-POINTED
mixa,Sharp-pointed
miχa,sharp-pointed
miχa,SHARP-POINTED
miχa,Sharp-pointed
moia-,to labour
moia-,TO LABOUR
moia-,To labour
moia-,be afflicted
moia-,BE AFFLICTED
moia-,Be afflicted
mol-,to labour
mol-,TO LABOUR
mol-,To labour
mól,slave
mól,SLAVE
mól,Slave
molda,big
molda,BIG
molda,Big
molda,large
molda,LARGE
molda,Large
mólë,labour
mólë,LABOUR
mólë,Labour
mólë,*work
mólë,*WORK
móna,*womb
móna,*WOMB
carva,*womb
carva,*WOMB
morimaitë,black-handed
morimaitë,BLACK-HANDED
morimaitë,Black-handed
morna,black
morna,BLACK
morna,Black
morna,dark; black of hair
morna,DARK; BLACK OF HAIR
morna,Dark; black of hair
mornië,darkness
mornië,DARKNESS
mornië,Darkness
mornië,blackness
mornië,BLACKNESS
mornië,Blackness
motto,fen
motto,FEN
motto,Fen
motto,marsh
motto,MARSH
motto,Marsh
mulë,meal
mulë,MEAL
mulë,Meal
mundo,bull
mundo,BULL
mundo,Bull
mundo,ox
mundo,OX
mundo,Ox
mondo,ox
mondo,OX
mondo,Ox
mussë,soft
mussë,SOFT
mussë,Soft
ná-,to be
ná-,TO BE
ná-,To be
nac-,to hew
nac-,TO HEW
nac-,To hew
nac-,cut
nac-,CUT
nac-,Cut
náha,narrow
náha,NARROW
náha,Narrow
nahta-¹,to slay; to hurt
nahta-¹,TO SLAY; TO HURT
nahta-¹,To slay; to hurt
nahta-¹,injure
nahta-¹,INJURE
nahta-¹,Injure
nahta-¹,wound
nahta-¹,WOUND
nahta-¹,Wound
nahta-²,to confine
nahta-²,TO CONFINE
nahta-²,To confine
nahta-²,oppress
nahta-²,OPPRESS
nahta-²,Oppress
nahtana,*slain
nahtana,*SLAIN
nahte,wounding
nahte,WOUNDING
nahte,Wounding
nahte,wound
nahte,WOUND
nahte,Wound
nai,maybe; be it that
nai,MAYBE; BE IT THAT
nai,Maybe; be it that
nai,may it be that; perhaps
nai,MAY IT BE THAT; PERHAPS
nai,May it be that; perhaps
nai,it may be
nai,IT MAY BE
nai,It may be
nai,there is a chance
nai,THERE IS A CHANCE
nai,There is a chance
nai,possibility
nai,POSSIBILITY
nai,Possibility
naica,bitterly painful
naica,BITTERLY PAINFUL
naica,Bitterly painful
naica,grievous
naica,GRIEVOUS
naica,Grievous
naina,upstream
naina,UPSTREAM
naina,Upstream
nainië,lament
nainië,LAMENT
nainië,Lament
naiquet-,to curse
naiquet-,TO CURSE
naiquet-,To curse
naiquet-,blaspheme
naiquet-,BLASPHEME
naiquet-,Blaspheme
naira¹,dreadful
naira¹,DREADFUL
naira¹,Dreadful
naira¹,horrible
naira¹,HORRIBLE
naira¹,Horrible
naira¹,unendurable
naira¹,UNENDURABLE
naira¹,Unendurable
naira²,vast
naira²,VAST
naira²,Vast
naira²,wide
naira²,WIDE
naira²,Wide
naira²,empty
naira²,EMPTY
naira²,Empty
naitë,true
naitë,TRUE
naitë,True
naitië,indeed
naitië,INDEED
naitië,Indeed
naitië,truly
naitië,TRULY
naitië,Truly
nalda,bright
nalda,BRIGHT
nalda,Bright
nalda,polished (of metal)
nalda,POLISHED (OF METAL)
nalda,Polished (of metal)
nalta,radiance
nalta,RADIANCE
nalta,Radiance
nalta,glittering reflection
nalta,GLITTERING REFLECTION
nalta,Glittering reflection
alta,radiance
alta,RADIANCE
alta,Radiance
naltalma,heliograph
naltalma,HELIOGRAPH
naltalma,Heliograph
nam-,to judge
nam-,TO JUDGE
nam-,To judge
náma¹,judgment
náma¹,JUDGMENT
náma¹,Judgment
náma¹,desire
náma¹,DESIRE
náma¹,Desire
náma²,thing
náma²,THING
náma²,Thing
námië,single judgment
námië,SINGLE JUDGMENT
námië,Single judgment
námië,desire
námië,DESIRE
námië,Desire
namna,statute
namna,STATUTE
namna,Statute
námo¹,person
námo¹,PERSON
námo¹,Person
námo¹,somebody (unnamed)
námo¹,SOMEBODY (UNNAMED)
námo¹,Somebody (unnamed)
námo²,judge
námo²,JUDGE
námo²,Judge
nanca,*hewn
nanca,*HEWN
nanca,slain
nanca,SLAIN
nanca,Slain
nancar-,to undo
nancar-,TO UNDO
nancar-,To undo
nanda¹,*back
nanda¹,*BACK
nanda¹,rear
nanda¹,REAR
nanda¹,Rear
nan(do),(wide) valley
nan(do),(WIDE) VALLEY
nan(do),vale
nan(do),VALE
nan(do),Vale
nan,valley
nan,VALLEY
nan,Valley
nan,vale
nan,VALE
nan,Vale
nanda²,vale (wide)
nanda²,VALE (WIDE)
nanda²,Vale (wide)
nandë,valley
nandë,VALLEY
nandë,Valley
nanquer-,*to turn back
nanquer-,*TO TURN BACK
nantul-,to return
nantul-,TO RETURN
nantul-,To return
nantul-,*come back
nantul-,*COME BACK
nanwa¹,existing
nanwa¹,EXISTING
nanwa¹,Existing
nanwa¹,actual (true)
nanwa¹,ACTUAL (TRUE)
nanwa¹,Actual (true)
nanwa²,(large) bowl
nanwa²,(LARGE) BOWL
nanwë,ebb
nanwë,EBB
nanwë,Ebb
nanwë,lowtide
nanwë,LOWTIDE
nanwë,Lowtide
lanwë,ebb-tide
lanwë,EBB-TIDE
lanwë,Ebb-tide
nanwen-,to return
nanwen-,TO RETURN
nanwen-,To return
nanwen-,go/come back
nanwen-,GO/COME BACK
nanwen-,Go/come back
napan-,to add
napan-,TO ADD
napan-,To add
nápo,thumb
nápo,THUMB
nápo,Thumb
nápo,(lit.) picker
nápo,(LIT.) PICKER
nápat,thumb and index [fingers] as a pair
nápat,THUMB AND INDEX [FINGERS] AS A PAIR
nápat,Thumb and index [fingers] as a pair
tollë²,thumb
tollë²,THUMB
tollë²,Thumb
leptollë,*thumb
leptollë,*THUMB
tolpë,thumb
tolpë,THUMB
tolpë,Thumb
toltil,thumb
toltil,THUMB
toltil,Thumb
nappa,claw
nappa,CLAW
nappa,Claw
nappa,talon
nappa,TALON
nappa,Talon
namma,claw
namma,CLAW
namma,Claw
namma,talon
namma,TALON
namma,Talon
náquet-,to assent
náquet-,TO ASSENT
náquet-,To assent
náquet-,agree (on fact); (lit.) to say ‘it is’
náquet-,AGREE (ON FACT); (LIT.) TO SAY ‘IT IS’
náquet-,Agree (on fact); (lit.) to say ‘it is’
nár,fire (as an element)
nár,FIRE (AS AN ELEMENT)
nár,Fire (as an element)
Nárië,June
Nárië,june
Nárië,JUNE
Nárië,*Fire-ness
Nárië,*fire-ness
Nárië,*FIRE-NESS
Nárië,*fire-ness
Narquelië,October
Narquelië,october
Narquelië,OCTOBER
Narquelië,Sun-fading
Narquelië,sun-fading
Narquelië,SUN-FADING
Narvinyë,January
Narvinyë,january
Narvinyë,JANUARY
Narvinyë,*New-fire
Narvinyë,*new-fire
Narvinyë,*NEW-FIRE
Narvinyë,*new-fire
narwa,ruddy
narwa,RUDDY
narwa,Ruddy
narwa,red of hair
narwa,RED OF HAIR
narwa,Red of hair
nasquë,bondage
nasquë,BONDAGE
nasquë,Bondage
nasquë,durance
nasquë,DURANCE
nasquë,Durance
nassë,nature
nassë,NATURE
nassë,Nature
nassë,true-being; material; person
nassë,TRUE-BEING; MATERIAL; PERSON
nassë,True-being; material; person
nassë,individual
nassë,INDIVIDUAL
nassë,Individual
nat,thing
nat,THING
nat,Thing
nattir-,to look back
nattir-,TO LOOK BACK
nattir-,To look back
nattira-,to despise
nattira-,TO DESPISE
nattira-,To despise
nauca,stunted
nauca,STUNTED
nauca,Stunted
nauca,shortened
nauca,SHORTENED
nauca,Shortened
nauca,dwarf(ed)
nauca,DWARF(ED)
nauca,Dwarf(ed)
nauco,dwarf
nauco,DWARF
nauco,Dwarf
naucon,Dwarf
naucon,dwarf
naucon,DWARF
nauro,werewolf
nauro,WEREWOLF
nauro,Werewolf
nauro,wolf (not wild wolves)
nauro,WOLF (NOT WILD WOLVES)
nauro,Wolf (not wild wolves)
nav-¹,to judge
nav-¹,TO JUDGE
nav-¹,To judge
nav-¹,think [have as an opinion]
nav-¹,THINK [HAVE AS AN OPINION]
nav-¹,Think [have as an opinion]
ham-,to judge
ham-,TO JUDGE
ham-,To judge
nem-¹,to judge
nem-¹,TO JUDGE
nem-¹,To judge
náva¹,hollow
náva¹,HOLLOW
náva¹,Hollow
náva²,*mouth (including tongue
náva²,*MOUTH (INCLUDING TONGUE
náva²,lips and teeth)
náva²,LIPS AND TEETH)
náva²,Lips and teeth)
náva²,speech apparatus
náva²,SPEECH APPARATUS
náva²,Speech apparatus
páva,mouth
páva,MOUTH
páva,Mouth
náva-tengwë,consonant
náva-tengwë,CONSONANT
náva-tengwë,Consonant
pávatengwë,consonant
pávatengwë,CONSONANT
pávatengwë,Consonant
návë,being
návë,BEING
návë,Being
naxa¹,bond
naxa¹,BOND
naxa¹,Bond
naxa¹,fetter
naxa¹,FETTER
naxa¹,Fetter
né,ago
né,AGO
né,Ago
né,behind (earlier time); yes (it was so)
né,BEHIND (EARLIER TIME); YES (IT WAS SO)
né,Behind (earlier time); yes (it was so)
néca,pale
néca,PALE
néca,Pale
néca,vague
néca,VAGUE
néca,Vague
néca,faint
néca,FAINT
néca,Faint
néca,dim to see
néca,DIM TO SEE
néca,Dim to see
necel,thorn
necel,THORN
necel,Thorn
nef-,to breathe (air)
nef-,TO BREATHE (AIR)
nef-,To breathe (air)
nefítë,air-breathing
nefítë,AIR-BREATHING
nefítë,Air-breathing
nehta-,to deprive
nehta-,TO DEPRIVE
nehta-,To deprive
nehtano,one deprived
nehtano,ONE DEPRIVED
nehtano,One deprived
nehtano,exile whose rights and goods have been confiscated
nehtano,EXILE WHOSE RIGHTS AND GOODS HAVE BEEN CONFISCATED
nehtano,Exile whose rights and goods have been confiscated
nehtar,slayer
nehtar,SLAYER
nehtar,Slayer
nehtë¹,spearhead
nehtë¹,SPEARHEAD
nehtë¹,Spearhead
nehtë¹,gore
nehtë¹,GORE
nehtë¹,Gore
nehtë¹,wedge
nehtë¹,WEDGE
nehtë¹,Wedge
nehtë¹,narrow promontory; angle
nehtë¹,NARROW PROMONTORY; ANGLE
nehtë¹,Narrow promontory; angle
neccë,angle
neccë,ANGLE
neccë,Angle
nehtë²,honey
nehtë²,HONEY
nehtë²,Honey
nelya-,to thicken
nelya-,TO THICKEN
nelya-,To thicken
nelya-,congeal
nelya-,CONGEAL
nelya-,Congeal
lelya-³,?thick
lelya-³,?THICK
lelya-³,thicken & congeal
lelya-³,THICKEN & CONGEAL
lelya-³,Thicken & congeal
nem-²,*to seem
nem-²,*TO SEEM
nem-²,appear
nem-²,APPEAR
nem-²,Appear
nemesta,appearance
nemesta,APPEARANCE
nemesta,Appearance
nemesta,seeming
nemesta,SEEMING
nemesta,Seeming
nén,water
nén,WATER
nén,Water
nenda,wet
nenda,WET
nenda,Wet
néna,wet
néna,WET
néna,Wet
nenya,wet
nenya,WET
nenya,Wet
ninda,wet
ninda,WET
ninda,Wet
nendë,lake
nendë,LAKE
nendë,Lake
nendil,beast that lives in the water
nendil,BEAST THAT LIVES IN THE WATER
nendil,Beast that lives in the water
Nénimë,February
Nénimë,february
Nénimë,FEBRUARY
Nénimë,*Wet-ness
Nénimë,*wet-ness
Nénimë,*WET-NESS
Nénimë,*wet-ness
nér,man
nér,MAN
nér,Man
nér,male person (of any kindred: elf
nér,MALE PERSON (OF ANY KINDRED: ELF
nér,Male person (of any kindred: elf
nér,human
nér,HUMAN
nér,Human
nér,dwarf)
nér,DWARF)
nér,Dwarf)
nercë,little man
nercë,LITTLE MAN
nercë,Little man
nerdo,large
nerdo,LARGE
nerdo,Large
nerdo,strong man
nerdo,STRONG MAN
nerdo,Strong man
nernehta,man-spearhead
nernehta,MAN-SPEARHEAD
nernehta,Man-spearhead
nésa,sister
nésa,SISTER
nésa,Sister
nessamelda,species of tree in Númenor
nessamelda,species of tree in númenor
nessamelda,SPECIES OF TREE IN NÚMENOR
nessamelda,Species of tree in númenor
nessamelda,(lit.) beloved of Nessa
nessamelda,(lit.) beloved of nessa
nessamelda,(LIT.) BELOVED OF NESSA
nessamelda,(lit.) beloved of nessa
net(ë),one more beyond (the middle)
net(ë),ONE MORE BEYOND (THE MIDDLE)
net(ë),One more beyond (the middle)
netil,trinket
netil,TRINKET
netil,Trinket
netil,(?small thing) of personal adornment
netil,(?SMALL THING) OF PERSONAL ADORNMENT
nettë,(little) girl
nettë,(LITTLE) GIRL
nettë,sister (diminutive)
nettë,SISTER (DIMINUTIVE)
nettë,Sister (diminutive)
nettë,daughter
nettë,DAUGHTER
nettë,Daughter
nettë,pretty little thing
nettë,PRETTY LITTLE THING
nettë,Pretty little thing
netya,pretty
netya,PRETTY
netya,Pretty
netya,dainty
netya,DAINTY
netya,Dainty
netya-,to trim
netya-,TO TRIM
netya-,To trim
netya-,adorn
netya-,ADORN
netya-,Adorn
nev-,to try
nev-,TO TRY
nev-,To try
nav-²,to try
nav-²,TO TRY
nav-²,To try
nexa,sharp
nexa,SHARP
nexa,Sharp
nexa,angular
nexa,ANGULAR
nexa,Angular
nerca,sharp
nerca,SHARP
nerca,Sharp
nerca,angular
nerca,ANGULAR
nerca,Angular
néya,once
néya,ONCE
néya,Once
néya,at one time
néya,AT ONE TIME
néya,At one time
nëa,once
nëa,ONCE
nëa,Once
nëa,at one time
nëa,AT ONE TIME
nëa,At one time
níca,small
níca,SMALL
níca,Small
nícë,little finger
nícë,LITTLE FINGER
nícë,Little finger
nieninquë,snowdrop
nieninquë,SNOWDROP
nieninquë,Snowdrop
nieninquëa,like a snowdrop
nieninquëa,LIKE A SNOWDROP
nieninquëa,Like a snowdrop
nil-,to love
nil-,TO LOVE
nil-,To love
nil-,*have special concern/care/interest for
nil-,*HAVE SPECIAL CONCERN/CARE/INTEREST FOR
nílë,a special concern with
nílë,A SPECIAL CONCERN WITH
nílë,A special concern with
nílë,love for
nílë,LOVE FOR
nílë,Love for
nillë¹,silver glint; Valinorian imagines [images of real stars]
nillë¹,silver glint; valinorian imagines [images of real stars]
nillë¹,SILVER GLINT; VALINORIAN IMAGINES [IMAGES OF REAL STARS]
nillë¹,Silver glint; valinorian imagines [images of real stars]
nillë²,small [woman]
nillë²,SMALL [WOMAN]
nillë²,Small [woman]
nilmë,love
nilmë,LOVE
nilmë,Love
nilmë,concern for things other than self for their own sakes
nilmë,CONCERN FOR THINGS OTHER THAN SELF FOR THEIR OWN SAKES
nilmë,Concern for things other than self for their own sakes
nimpa,drooping
nimpa,DROOPING
nimpa,Drooping
nimpa,ailing
nimpa,AILING
nimpa,Ailing
nimulë,phantom
nimulë,PHANTOM
nimulë,Phantom
nimulë,(lit.) a seeming
nimulë,(LIT.) A SEEMING
níma,phantom
níma,PHANTOM
níma,Phantom
níma,(lit.) a seeming
níma,(LIT.) A SEEMING
ninquë,white; chill
ninquë,WHITE; CHILL
ninquë,White; chill
ninquë,cold; pallid
ninquë,COLD; PALLID
ninquë,Cold; pallid
ninquita-,to whiten
ninquita-,TO WHITEN
ninquita-,To whiten
ninquita-,grow white
ninquita-,GROW WHITE
ninquita-,Grow white
nípa,small (usually with connotation of weakness)
nípa,SMALL (USUALLY WITH CONNOTATION OF WEAKNESS)
nípa,Small (usually with connotation of weakness)
niqu-,to be chill
niqu-,TO BE CHILL
niqu-,To be chill
niqu-,cold
niqu-,COLD
niqu-,Cold
niqu-,freeze (of weather)
niqu-,FREEZE (OF WEATHER)
niqu-,Freeze (of weather)
niqu-,snow
niqu-,SNOW
niqu-,Snow
nicu-,to be chill
nicu-,TO BE CHILL
nicu-,To be chill
nicu-,cold
nicu-,COLD
nicu-,Cold
nicu-,freeze (of weather)
nicu-,FREEZE (OF WEATHER)
nicu-,Freeze (of weather)
nicu-,snow
nicu-,SNOW
nicu-,Snow
niquë,cold
niquë,COLD
niquë,Cold
niquessë,frost-patterns; snowflake
niquessë,FROST-PATTERNS; SNOWFLAKE
niquessë,Frost-patterns; snowflake
niquessë,ice-flake; (lit.) chill feather
niquessë,ICE-FLAKE; (LIT.) CHILL FEATHER
niquessë,Ice-flake; (lit.) chill feather
niquis,snowflake
niquis,SNOWFLAKE
niquis,Snowflake
niquis,ice-flake; petal (loose) of a white flower; frost-patterns
niquis,ICE-FLAKE; PETAL (LOOSE) OF A WHITE FLOWER; FROST-PATTERNS
niquis,Ice-flake; petal (loose) of a white flower; frost-patterns
nir-,to press
nir-,TO PRESS
nir-,To press
nir-,urge
nir-,URGE
nir-,Urge
nir-,thrust
nir-,THRUST
nir-,Thrust
nir-,force (in a given direction)
nir-,FORCE (IN A GIVEN DIRECTION)
nir-,Force (in a given direction)
níra,will (as a potential
níra,WILL (AS A POTENTIAL
níra,Will (as a potential
níra,faculty)
níra,FACULTY)
níra,Faculty)
níra,individual will (in potential)
níra,INDIVIDUAL WILL (IN POTENTIAL)
níra,Individual will (in potential)
nírë,force
nírë,FORCE
nírë,Force
nírítë,forceful
nírítë,FORCEFUL
nírítë,Forceful
nírítë,exerting great thrust
nírítë,EXERTING GREAT THRUST
nírítë,Exerting great thrust
nírítë,pressure
nírítë,PRESSURE
nírítë,Pressure
nírítë,driving
nírítë,DRIVING
nírítë,Driving
nirmë,act of will
nirmë,ACT OF WILL
nirmë,Act of will
nirmë,exercise of will
nirmë,EXERCISE OF WILL
nirmë,Exercise of will
nis-,*to smell sweetly
nis-,*TO SMELL SWEETLY
nís,woman (of any kindred: elf
nís,WOMAN (OF ANY KINDRED: ELF
nís,Woman (of any kindred: elf
nís,human
nís,HUMAN
nís,Human
nís,dwarf)
nís,DWARF)
nís,Dwarf)
nissë,woman
nissë,WOMAN
nissë,Woman
nísima,fragrant
nísima,FRAGRANT
nísima,Fragrant
nisto,large woman
nisto,LARGE WOMAN
nisto,Large woman
nitya,little
nitya,LITTLE
nitya,Little
nixë,frost; ice-flake
nixë,FROST; ICE-FLAKE
nixë,Frost; ice-flake
nixë,snow-flake
nixë,SNOW-FLAKE
nixë,Snow-flake
noirë,tomb
noirë,TOMB
noirë,Tomb
nólë,lore
nólë,LORE
nólë,Lore
nólë,knowledge
nólë,KNOWLEDGE
nólë,Knowledge
nólë,long study
nólë,LONG STUDY
nólë,Long study
nolmë,knowledge
nolmë,KNOWLEDGE
nolmë,Knowledge
nolmë,philosophy (including science)
nolmë,PHILOSOPHY (INCLUDING SCIENCE)
nolmë,Philosophy (including science)
nolmë,department of wisdom (science
nolmë,DEPARTMENT OF WISDOM (SCIENCE
nolmë,Department of wisdom (science
nolmë,etc.)
nolmë,ETC.)
nolmë,Etc.)
nolmo,wise person
nolmo,WISE PERSON
nolmo,Wise person
nolya,dark-haired
nolya,DARK-HAIRED
nolya,Dark-haired
hróva¹,dark
hróva¹,DARK
hróva¹,Dark
hróva¹,dark brown (of hair)
hróva¹,DARK BROWN (OF HAIR)
hróva¹,Dark brown (of hair)
loxa,brown of hair
loxa,BROWN OF HAIR
loxa,Brown of hair
nómë,place
nómë,PLACE
nómë,Place
nómessë,place-name
nómessë,PLACE-NAME
nómessë,Place-name
nóna,born
nóna,BORN
nóna,Born
nonda,hand especially in (?clutching)
nonda,HAND ESPECIALLY IN (?CLUTCHING)
nonda,Hand especially in (?clutching)
nonwë,calculation
nonwë,CALCULATION
nonwë,Calculation
nonwë,sum
nonwë,SUM
nonwë,Sum
nór,land
nór,LAND
nór,Land
nor-¹,to run (or leap
nor-¹,TO RUN (OR LEAP
nor-¹,To run (or leap
nor-¹,of animals
nor-¹,OF ANIMALS
nor-¹,Of animals
nor-¹,men)
nor-¹,MEN)
nor-¹,Men)
nórë,land
nórë,LAND
nórë,Land
nórë,country; †people
nórë,COUNTRY; †PEOPLE
nórë,Country; †people
nórë,race
nórë,RACE
nórë,Race
nórë,tribe
nórë,TRIBE
nórë,Tribe
norië,race
norië,RACE
norië,Race
norië,running
norië,RUNNING
norië,Running
norima,strong/swift at running
norima,STRONG/SWIFT AT RUNNING
norima,Strong/swift at running
norima,swiftly running a course
norima,SWIFTLY RUNNING A COURSE
norima,Swiftly running a course
normë,race
normë,RACE
normë,Race
normë,running
normë,RUNNING
normë,Running
norna,tough
norna,TOUGH
norna,Tough
norna,stiff; hard
norna,STIFF; HARD
norna,Stiff; hard
norna,firm
norna,FIRM
norna,Firm
norna,resistant; thrawn
norna,RESISTANT; THRAWN
norna,Resistant; thrawn
norna,obdurate
norna,OBDURATE
norna,Obdurate
Norno,Dwarf
Norno,dwarf
Norno,DWARF
norno,oak
norno,OAK
norno,Oak
nordo,oak
nordo,OAK
nordo,Oak
noroitë,(capable of) running
noroitë,(CAPABLE OF) RUNNING
norolinda,*tripping lightly
norolinda,*TRIPPING LIGHTLY
norta-,to ride
norta-,TO RIDE
norta-,To ride
norta-,[lit.] make run (specially used of riding horses
norta-,[LIT.] MAKE RUN (SPECIALLY USED OF RIDING HORSES
norta-,other animals)
norta-,OTHER ANIMALS)
norta-,Other animals)
nortil,cape (of land)
nortil,CAPE (OF LAND)
nortil,Cape (of land)
nos(së),kindred
nos(së),KINDRED
nos(së),Kindred
nos(së),family
nos(së),FAMILY
nos(së),Family
nosta-,to beget
nosta-,TO BEGET
nosta-,To beget
nosta-,be begotten
nosta-,BE BEGOTTEN
nosta-,Be begotten
nostar,parent
nostar,PARENT
nostar,Parent
nostar,begetter
nostar,BEGETTER
nostar,Begetter
ontari(l),*mother
ontari(l),*MOTHER
ontari(l),(lit.) genetrix
ontari(l),(LIT.) GENETRIX
not-,to count
not-,TO COUNT
not-,To count
notessë,numeral
notessë,NUMERAL
notessë,Numeral
nótië,*counting
nótië,*COUNTING
nótima,countable
nótima,COUNTABLE
nótima,Countable
nótima,limited in number (weight and measure); (colloquial) moderate in amount
nótima,LIMITED IN NUMBER (WEIGHT AND MEASURE); (COLLOQUIAL) MODERATE IN AMOUNT
nótima,Limited in number (weight and measure); (colloquial) moderate in amount
nótima,some
nótima,SOME
nótima,Some
nótima,few
nótima,FEW
nótima,Few
nótima,several
nótima,SEVERAL
nótima,Several
nuhta-,to stunt
nuhta-,TO STUNT
nuhta-,To stunt
nuhta-,prevent from coming to completion
nuhta-,PREVENT FROM COMING TO COMPLETION
nuhta-,Prevent from coming to completion
nuhta-,stop short
nuhta-,STOP SHORT
nuhta-,Stop short
nuhta-,not allow to continue
nuhta-,NOT ALLOW TO CONTINUE
nuhta-,Not allow to continue
núla¹,dark
núla¹,DARK
núla¹,Dark
núla¹,occult
núla¹,OCCULT
núla¹,Occult
núla¹,mysterious
núla¹,MYSTERIOUS
núla¹,Mysterious
núlë,black arts
núlë,BLACK ARTS
núlë,Black arts
núlë,sorcery
núlë,SORCERY
núlë,Sorcery
numba,bent
numba,BENT
numba,Bent
numba,humped
numba,HUMPED
numba,Humped
númen,west
númen,WEST
númen,West
númen,direction
númen,DIRECTION
númen,Direction
númen,region of the sunset
númen,REGION OF THE SUNSET
númen,Region of the sunset
númen,occident
númen,OCCIDENT
númen,Occident
númen,(lit.) going down
númen,(LIT.) GOING DOWN
númë,west
númë,WEST
númë,West
núna,western
núna,WESTERN
núna,Western
nunna,down[wards]
nunna,DOWN[WARDS]
nunna,Down[wards]
nuquerna,reversed
nuquerna,REVERSED
nuquerna,Reversed
nuquerna,inverted
nuquerna,INVERTED
nuquerna,Inverted
nuquerna,*(lit.) under-turned
nuquerna,*(LIT.) UNDER-TURNED
nurru-,to murmur
nurru-,TO MURMUR
nurru-,To murmur
nurru-,grumble
nurru-,GRUMBLE
nurru-,Grumble
nurru-,mumble
nurru-,MUMBLE
nurru-,Mumble
nurta-,to hide
nurta-,TO HIDE
nurta-,To hide
nurtalë,hiding
nurtalë,HIDING
nurtalë,Hiding
urtu,death
urtu,DEATH
urtu,Death
núta-,to lower
núta-,TO LOWER
núta-,To lower
andúta-,to lower
andúta-,TO LOWER
andúta-,To lower
nútaite,*(naturally) lowering
nútaite,*(NATURALLY) LOWERING
nútaite,?degrading
nútaite,?DEGRADING
nútil,under-point
nútil,UNDER-POINT
nútil,Under-point
nútima,*lowerable
nútima,*LOWERABLE
nuxo,Petty dwarf
nuxo,petty dwarf
nuxo,PETTY DWARF
núya-,to descend
núya-,TO DESCEND
núya-,To descend
andúya-,to descend
andúya-,TO DESCEND
andúya-,To descend
nwalmë,torment
nwalmë,TORMENT
nwalmë,Torment
nwámë,wolvish howling
nwámë,WOLVISH HOWLING
nwámë,Wolvish howling
nwar-,to fret
nwar-,TO FRET
nwar-,To fret
nwar-,wear away
nwar-,WEAR AWAY
nwar-,Wear away
nyar-,to relate
nyar-,TO RELATE
nyar-,To relate
nyar-,recite
nyar-,RECITE
nyar-,Recite
nyárë,history
nyárë,HISTORY
nyárë,History
nyárë,account
nyárë,ACCOUNT
nyárë,Account
nyarna,long epic tale
nyarna,LONG EPIC TALE
nyarna,Long epic tale
nyarna,story
nyarna,STORY
nyarna,Story
nyarna,legend
nyarna,LEGEND
nyarna,Legend
nyarnamaitar,storyteller
nyarnamaitar,STORYTELLER
nyarnamaitar,Storyteller
nyarnamaitar,composer of long epic tales
nyarnamaitar,COMPOSER OF LONG EPIC TALES
nyarnamaitar,Composer of long epic tales
nyellë,small bell
nyellë,SMALL BELL
nyellë,Small bell
öa,away (of movement)
öa,AWAY (OF MOVEMENT)
öa,Away (of movement)
öa-,to possess
öa-,TO POSSESS
öa-,To possess
öa-,own
öa-,OWN
öa-,Own
öa-,keep
öa-,KEEP
öa-,Keep
auta-²,to possess
auta-²,TO POSSESS
auta-²,To possess
auta-²,own
auta-²,OWN
auta-²,Own
auta-²,keep
auta-²,KEEP
auta-²,Keep
öar,(towards) away
öar,(TOWARDS) AWAY
avar,away down
avar,AWAY DOWN
avar,Away down
var,*from
var,*FROM
var,away to
var,AWAY TO
var,Away to
ócom-,to gather
ócom-,TO GATHER
ócom-,To gather
ócom-,assemble
ócom-,ASSEMBLE
ócom-,Assemble
(o)combë,gathering
(o)combë,GATHERING
(o)combë,Gathering
(o)combë,assembly
(o)combë,ASSEMBLY
(o)combë,Assembly
(o)combë,assemblage
(o)combë,ASSEMBLAGE
(o)combë,Assemblage
(o)combë,collection
(o)combë,COLLECTION
(o)combë,Collection
combë,gathering
combë,GATHERING
combë,Gathering
combë,assembly
combë,ASSEMBLY
combë,Assembly
combë,assemblage
combë,ASSEMBLAGE
combë,Assemblage
combë,collection
combë,COLLECTION
combë,Collection
ohlon,diphthong
ohlon,DIPHTHONG
ohlon,Diphthong
oholima,confidential
oholima,CONFIDENTIAL
oholima,Confidential
ohta,war
ohta,WAR
ohta,War
ohtar,warrior
ohtar,WARRIOR
ohtar,Warrior
oia(la),everlasting
oia(la),EVERLASTING
oia(la),Everlasting
oia(la),unceasing
oia(la),UNCEASING
oia(la),Unceasing
oia(la),without end
oia(la),WITHOUT END
oia(la),Without end
oia(la),for ever
